Title, URL, Index
Challenge that blocked first Trump travel ban is settled - The Boston ...,https://www.bostonglobe.com/news/nation/2017/08/31/challenge-that-blocked-first-trump-travel-ban-settled/XhaiBkK28feFWFCg819S7O/story.html,15
Trump's travel ban diminishes our nation - The Boston Globe,https://www.bostonglobe.com/opinion/columns/2017/01/30/trump-travel-ban-diminishes-our-nation/JnMKDjGIO3Y8DUuGk62MWN/story.html,16
Seven local universities join amicus brief opposing Trump travel ban ...,https://www.bostonglobe.com/metro/2017/04/01/seven-local-universities-join-amicus-brief-opposing-trump-travel-ban/ia9VMqMqq9w4iwI3SgtaFN/story.html,17
Trump's travel order to apply to those seeking new visas - The Boston ...,https://www.bostonglobe.com/news/politics/2017/03/06/trump-travel-order-apply-those-seeking-new-visas/sgXDU1gJzwHXkLZqsgiRdN/story.html,18
Trump's revised travel ban targets same seven countries - The Boston ...,https://www.bostonglobe.com/news/politics/2017/02/19/trump-revised-travel-ban-targets-same-seven-countries/VVjoQSYNuZFaSjYWf3jzmL/story.html,19
Relatives win reprieve from Trump travel ban in federal court - The ...,https://www.bostonglobe.com/news/nation/2017/07/14/relatives-win-reprieve-from-trump-travel-ban-federal-court/RqRBZxz7dZ5k5fswv7awtI/story.html,20
Appeals court rules against Trump's revised travel ban - The Boston ...,https://www.bostonglobe.com/news/politics/2017/05/25/appeals-court-rules-against-trump-revised-travel-ban/3a947sJnZ6dhDggBfxVGGJ/story.html,21
Trump's latest travel ban was put on hold. What happens next? - The ...,https://www.bostonglobe.com/news/nation/2017/03/15/trump-latest-travel-ban-was-put-hold-what-happens-next/5ewtng9o6Jpn6SegnQsz0K/story.html,22
Trump blasts Justice Department over travel ban - The Boston Globe,https://www.bostonglobe.com/news/politics/2017/06/05/early-morning-tweets-trump-takes-travel-ban/Qy0xU7IbSaMniE5TevxfmI/story.html,23
Trump refers to Boston case again as he makes argument for travel ban,https://www.bostonglobe.com/news/nation/2017/02/08/trump-refers-boston-case-again-makes-argument-for-travel-ban/5bKtvvU856haycbM8LZD7K/story.html,24
Another US appeals court upholds decision blocking Trump's travel ban,https://www.bostonglobe.com/news/politics/2017/06/12/another-appeals-court-upholds-decision-blocking-trump-travel-ban/7E4Z35lvHyDFj4Ya6DvfNL/story.html,25
Paul Ryan defends Trump's travel ban - The Boston Globe,https://www.bostonglobe.com/news/nation/2017/01/31/paul-ryan-defends-trump-travel-ban/DSjUGM4PAF0cAlqYIQiThO/story.html,26
Judge rejects Hawaii bid to exempt grandparents from Trump's travel ...,https://www.bostonglobe.com/news/nation/2017/07/06/judge-rejects-hawaii-bid-exempt-grandparents-from-trump-travel-ban/flgAYHoQZQ3Ip2wV6cYEaL/story.html,27
"For many US veterans, Trump travel ban makes sense - The Boston ...",https://www.bostonglobe.com/metro/2017/02/02/for-many-veterans-trump-travel-ban-makes-sense/DCBDAaI7VRpcEIN2hri1MM/story.html,28
Healey to join Washington lawsuit challenging new Trump travel ban ...,https://www.bostonglobe.com/metro/2017/03/09/healey-dismisses-claim-lawsuit-challenging-trump-travel-ban/EaIMSjSokqeG6KfUSPreRL/story.html,29
Second federal judge blocks revised Trump travel ban - The Boston ...,https://www.bostonglobe.com/news/politics/2017/03/16/second-federal-judge-blocks-revised-trump-travel-ban/D3kqR9ALteny6IKItiXHPP/story.html,30
Supreme Court postpones hearing on Trump's travel ban - The Boston ...,https://www.bostonglobe.com/news/politics/2017/09/25/supreme-court-postpones-hearing-trump-travel-ban/gtRfCFw9f1Clnb267DimCO/story.html,31
were denied entry to the US under Trump's travel ban,https://www.bostonglobe.com/news/politics/2017/01/31/people-not-were-denied-entry-under-trump-travel-ban/DsWLaXjVYbqwz8LJS5ElgO/story.html,32
Trump's travel ban keeps orphans from US foster families - The Boston ...,https://www.bostonglobe.com/news/nation/2017/07/30/trump-travel-ban-keeps-orphans-from-foster-families/NqPdwU0xXo2iUmXZeh7pNL/story.html,33
Federal judge refuses to extend temporary order halting Trump's ...,https://www.bostonglobe.com/metro/2017/02/03/fight-over-trump-travel-ban-resumes-boston-court/bqLjtMUAV5A0Oy09ANxTmN/story.html,34
Trump defends his travel ban as thousands protest nationwide - The ...,https://www.bostonglobe.com/news/politics/2017/01/29/trump-defends-his-travel-ban-thousands-protest-nationwide/9TROIkydHRFXCYTDTYFYoO/story.html,35
Trump adviser says White House will fight for travel ban - The Boston ...,https://www.bostonglobe.com/news/nation/2017/02/12/trump-adviser-says-white-house-will-fight-for-travel-ban/V5Y8XCeRJpHhU6lAoLpFXK/story.html,36
Davis Museum to remove artwork as Trump travel-ban protest - The ...,https://www.bostonglobe.com/arts/art/2017/02/15/davis-museum-remove-artwork-travel-ban-protest/mBsXBKSGPcRAMg9Ib4T8WO/story.html,37
Gary Washburn: Donald Trump's travel ban puts NBA in uncomfortable ...,https://www.bostonglobe.com/sports/celtics/2017/01/30/travel-ban-puts-nba-uncomfortable-position/hF1e5Lt899xL17hXi9S0yI/story.html,38
Trump's travel ban to be replaced by restrictions tailored to certain ...,https://www.bostonglobe.com/news/nation/2017/09/22/trump-travel-ban-replaced-restrictions-tailored-certain-countries/8HkuAillmONf278bDrcocK/story.html,39
Five states to sue over Trump's new travel ban - The Boston Globe,https://www.bostonglobe.com/news/politics/2017/03/09/hawaii-first-state-sue-over-new-travel-ban/SRAOvHuuHMVVQOfJYd7lCL/story.html,40
Trump travel ban expires Sunday; new restrictions expected - The ...,https://www.bostonglobe.com/news/politics/2017/09/24/trump-travel-ban-expires-sunday-new-restrictions-expected/uC6Mc58vviA43rQL3REcRN/story.html,41
Read the ruling on President Donald Trump's travel ban - The Boston ...,https://www.bostonglobe.com/metro/2017/02/09/read-ruling-president-donald-trump-travel-ban/9B2ClQWjKKOzh5459M3N1K/story.html,42
Trump Takes Travel Ban Dispute to U.S. Supreme Court Again (1 ...,https://www.bostonglobe.com/news/politics/2017/07/14/trump-takes-travel-ban-dispute-supreme-court-again/JWnm0RRUhHutAjC2zM6w5J/story.html,43
Kennedy's order temporarily leaves in place Trump travel ban on ...,https://www.bostonglobe.com/news/nation/2017/09/11/kennedy-order-temporarily-leaves-place-trump-travel-ban-refugees/uobNKhVTNk5xaSm1p7IUUM/story.html,44
GE contracts could reportedly be threatened by Trump's travel ban ...,https://www.bostonglobe.com/business/2017/02/01/contracts-could-reportedly-threatened-trump-travel-ban/7KtspDEPmDuZ3CFPTvhPwM/story.html,45
Trump's travel ban to be replaced by targeted restrictions - The Boston ...,https://www.bostonglobe.com/news/politics/2017/09/22/trump-travel-ban-replaced-targeted-restrictions/gx0wIWgLeJZDGRN3Tb189N/story.html,46
"Maura Healey, ACLU applaud temporary restraining order against ...",https://www.bostonglobe.com/metro/2017/03/15/maura-healey-aclu-applaud-temporary-restraining-order-against-new-version-trump-travel-ban/V0C2ebcsPJcY7EZozLxWDP/story.html,47
Former secretary of state John Kerry expresses opposition to Trump ...,https://www.bostonglobe.com/news/nation/2017/02/06/former-secretary-state-john-kerry-expresses-opposition-trump-travel-ban/RTqMYLgvkw1OX1WbHDnRdO/story.html,48
Justice Department urges appeals court to reinstate Trump's travel ban ...,https://www.bostonglobe.com/news/nation/2017/02/06/justice-department-urges-appeals-court-reinstate-trump-travel-ban/b86xz3nptxvutNRVrm84bM/story.html,49
Trump travel ban dominates meeting of Boston CEOs - The Boston ...,https://www.bostonglobe.com/business/2017/01/30/trump-travel-ban-dominates-meeting-boston-ceos/djRs5rA8IF1nDda3gTcETI/story.html,50
White House is defiant after travel ban ruling - The Boston Globe,https://www.bostonglobe.com/news/nation/2017/02/05/appeals-court-denies-donald-trump-request-stay-previous-ruling-travel-ban/d12KBnizF6T5q6RbnnJ7fJ/story.html,51
Travel ban case focuses on Trump comments about Muslims - The ...,https://www.bostonglobe.com/news/nation/2017/05/08/travel-ban-case-focuses-trump-comments-about-muslims/RmaDTtEwNTItrgy13Z8yXL/story.html,52
People affected by Trump's travel ban advised to get on flights ...,https://www.bostonglobe.com/metro/2017/02/05/people-affected-trump-travel-ban-advised-get-flights-immediately/vITnKgFPySFjRx8ZfMCS9N/story.html,53
Read Trump's statement on the Supreme Court travel ban decision ...,https://www.bostonglobe.com/news/nation/2017/06/26/read-trump-statement-supreme-court-travel-ban-decision/UGNJR7vF8N9DbDaBzWffjK/story.html,54
Trump takes travel ban battle to the Supreme Court - The Boston Globe,https://www.bostonglobe.com/news/politics/2017/06/01/trump-takes-travel-ban-battle-supreme-court/q2wyt2ZoyUv8R7m2vrxD2J/story.html,55
Susan Rice says no evidence Trump travel ban would make US safer ...,https://www.bostonglobe.com/news/world/2017/06/04/susan-rice-says-evidence-trump-travel-ban-would-make-safer/eRgX77KmKSLWek6E4hTjsK/story.html,56
Trump's latest tweets could hurt effort to restore travel ban - The ...,https://www.bostonglobe.com/news/politics/2017/06/05/trump-latest-tweets-could-hurt-effort-restore-travel-ban/0WzocSXj9mZiqr9OMtqpUM/story.html,57
Yemenis close NYC shops in protest of Trump travel ban - The Boston ...,https://www.bostonglobe.com/news/politics/2017/02/03/yemenis-close-nyc-shops-protest-trump-travel-ban/RPgP9zCIYx9wcndk7pbj7K/story.html,58
Trump's travel ban creates anxiety in Boston arts community - The ...,https://www.bostonglobe.com/arts/art/2017/02/06/trump-travel-ban-creates-anxiety-boston-arts-community/7iBlYIhX9GAw6gOeekqY0O/story.html,59
Supreme Court cancels hearing on Trump travel ban; targeted nations ...,https://www.bostonglobe.com/news/nation/2017/09/25/supreme-court-cancels-hearing-trump-travel-ban-targeted-nations-criticize-policy/wPGxVXeiq9TpYc55BJMF2O/story.html,60
New attorney general says he'll enforce President Trump's travel ban ...,https://www.bostonglobe.com/news/nation/2017/01/31/new-attorney-general-says-enforce-president-trump-travel-ban/NB46XtoVU8exvu7yckY30H/story.html,61
Hawaii files court challenge to avoid travel ban - The Boston Globe,https://www.bostonglobe.com/news/nation/2017/06/29/hawaii-files-court-challenge-avoid-travel-ban/cOVy8Xdwt2Ll84mEf5zcGN/story.html,62
Appeals court limits Trump travel ban and allows more refugees - The ...,https://www.bostonglobe.com/news/nation/2017/09/07/appeals-court-limits-trump-travel-ban-and-allows-more-refugees/8Jj0qI80x1rZUrIEnsu1jN/story.html,63
"After Trump travel ban, immigrants seek to naturalize - The Boston Globe",https://www.bostonglobe.com/news/nation/2017/02/21/after-trump-travel-ban-immigrants-seek-naturalize/nyJMRrGvZh0Lr6yfHDIBGI/story.html,64
Trump's travel restrictions have Muslims on hajj concerned - The ...,https://www.bostonglobe.com/news/nation/2017/09/01/trump-travel-restrictions-have-muslims-hajj-concerned/3Dt1g0etAhkgHYi73fT3eI/story.html,65
Wheaton College offering scholarship to student from country affected ...,https://www.bostonglobe.com/metro/2017/02/06/wheaton-college-offering-scholarship-student-from-country-affected-trump-travel-ban/hz626ewMSONNV6ZperTH4H/story.html,66
"Travel ban to be implemented Thursday, as US issues new visa ...",https://www.bostonglobe.com/news/politics/2017/06/28/travel-ban-implemented-thursday-issues-new-visa-criteria-for-muslim-nations/yZ9GiCWs9Dq2GFNdpEDXDP/story.html,67
Federal judge bars deportations under Trump travel ban,https://www.bostonglobe.com/news/nation/2017/01/28/federal-judge-bars-from-deporting-travelers-with-valid-visas-covered-trump-order/4SatBhv4X0Vs5EiLBEVtVM/story.html,68
The Muslim ban and American history - The Boston Globe,https://www.bostonglobe.com/opinion/2017/03/19/the-muslim-ban-and-american-history/jf8g3ogrBZ2zkdIJRYELbN/story.html,69
Travel ban 2.0: What's different? - The Boston Globe,https://www.bostonglobe.com/metro/2017/03/06/travel-ban-what-different/2hFr8DcQgltD1sbOah0fhN/story.html,70
"Supreme Court decisions near on travel ban, religion - The Boston ...",https://www.bostonglobe.com/news/nation/2017/06/24/supreme-court-decisions-near-travel-ban-religion/0ynYPssvD3uFBojwRPzcQP/story.html,71
Judges in travel ban appeal press Justice Department lawyer about ...,https://www.bostonglobe.com/news/nation/2017/05/15/another-appeals-court-weigh-president-trump-revised-travel-ban/Dg5AHtrIALvv7nazer57wM/story.html,72
"Healey, 15 other state AGs, join lawsuit against Trump ban",https://www.bostonglobe.com/metro/2017/02/06/healey-other-state-ags-join-washington-lawsuit-challenging-trump-immigration-ban/l7xYS2jGycNpi87tUYZAtM/story.html,73
"Mass. pols decry Trump travel ban, SCOTUS - The Boston Globe",http://www.bostonglobe.com/metro/2017/06/26/mass-pols-decry-trump-travel-ban-scotus/KNhC6LWizRmiTWZbcPAWBJ/story.html,74
Homeland Security Secretary John Kelly testifies travel ban should ...,https://www.bostonglobe.com/news/nation/2017/02/07/john-kelly-testifies-there-are-plans-add-nations-travel-ban/vArt8PFWA8TYWdRtgjTeUN/story.html,75
Federal officials say they will comply with order halting immigration ...,https://www.bostonglobe.com/metro/2017/02/04/federal-officials-say-they-will-comply-with-order-halting-immigration-ban-for-now/pJ5qEoQBdBsB0zhiwlVxhK/story.html,76
Trump expected to roll out new travel ban order on Monday - The ...,https://www.bostonglobe.com/news/politics/2017/03/05/trump-expected-roll-out-new-travel-ban-order-monday/saKmQB4KWdjciZQGG2bshM/story.html,77
ACLU dismisses Boston lawsuit on Trump's travel ban,https://www.bostonglobe.com/metro/2017/03/20/aclu-dismisses-boston-lawsuit/IWAYhHopZnuZZloSU4edQL/story.html,78
Supreme Court says Trump administration can enforce refugee ban for ...,https://www.bostonglobe.com/news/politics/2017/07/19/supreme-court-says-trump-administration-can-enforce-refugee-ban-for-now/rRS62Y8JOMpXLHRkV2Fu1K/story.html,79
Maura Healey weighing legal options on travel ban - The Boston Globe,https://www.bostonglobe.com/metro/2017/03/06/maura-healey-weighing-legal-options-travel-ban/STnT45H59l9QVSDWPaqKDP/story.html,80
Airbnb's Super Bowl ad gives implied criticism of Trump's travel ban,https://www.bostonglobe.com/sports/patriots/2017/02/05/airbnb-super-bowl-gives-implied-criticism-trump-travel-ban/782HJ1jpd338JtkuKKWPRN/story.html,81
Madeleine Albright: Travel ban creates a religious preference in our ...,https://www.bostonglobe.com/opinion/2017/01/31/travel-ban-creates-religious-preference-our-immigration-system/BJh3JTSSINc1ZWjuGBpfRK/story.html,82
"Doctors from banned countries serve millions of Americans, analysis ...",https://www.bostonglobe.com/metro/2017/03/06/doctors-from-banned-countries-serve-millions-americans-analysis-finds/wqvN01IEORXh6ZduHydQrL/story.html,83
"Iranian director wins Oscar, but skips awards show over Trump's ...",https://www.bostonglobe.com/arts/television/2017/02/26/iranian-director-wins-oscar-but-skips-awards-show-over-trump-inhumane-travel-ban/Hvdbx9c8SU55FdV5IHvCCI/story.html,84
College students caught in immigration travel ban expected at Logan ...,https://www.bostonglobe.com/metro/2017/02/03/college-students-caught-immigration-travel-ban-expected-logan-airport/f4DygO1OH4Tb0OlB6uDcDO/story.html,85
Appeals court to broadcast hearing on challenge to Trump immigration ...,https://www.bostonglobe.com/metro/2017/02/07/appeals-court-broadcast-hearing-challenge-trump-immigration-ban/bClLQcXZyfnWK67DueW7IK/story.html,86
Trump is making ISIS great again - The Boston Globe,https://www.bostonglobe.com/opinion/2017/01/30/trump-making-isis-great-again/x9ZG80DbA02sumVnehehkN/story.html,87
"After Trump order, hospitals scramble to aid patients planning to travel ...",https://www.bostonglobe.com/news/science/2017/01/30/hospitals-scramble-aid-overseas-patients-after-trump-order/57YVrgVRYwqsdl0dxdEWbO/story.html,88
Hundreds rally in Harvard Square against Trump's new travel ban ...,https://www.bostonglobe.com/metro/2017/03/07/hundreds-rally-harvard-square-against-trump-new-travel-ban/ECwYFObvJuMwuFiPcREJyH/story.html,89
Tossing the book at travel ban - The Boston Globe,https://www.bostonglobe.com/metro/2017/02/01/tossing-book-travel-ban/DAEbZZ6DJiwgTZOHguBfnI/story.html,90
Trump fires acting AG after she defies order - The Boston Globe,https://www.bostonglobe.com/news/politics/2017/01/30/trump/tteeta6A6ZhNHdHjCKFTVL/story.html,91
"Muslim travel ban: Winners, losers, and the rest of us - The Boston Globe",https://www.bostonglobe.com/opinion/columns/2017/02/05/muslim-travel-ban-winners-losers-and-rest/bSrcDJLXEIGzrvGNYxg3RJ/story.html,92
White House considers next step on travel ban - The Boston Globe,https://www.bostonglobe.com/news/politics/2017/02/12/white-house-considers-next-step-travel-ban/dXbPlDm5RSJLeH0KhxAxfO/story.html,93
Trump considering new order on immigration - The Boston Globe,https://www.bostonglobe.com/news/nation/2017/02/10/trump-considering-new-order-immigration/b8uBm5oy76K43FB06V0RtL/story.html,94
Immigration advocates brace for modified travel ban taking effect ...,https://www.bostonglobe.com/metro/2017/06/29/immigration-advocates-brace-for-modified-travel-ban-taking-effect-tonight/2DVyjYAFlr44v9YRrlt8nN/story.html,95
Court fights on travel ban expected - The Boston Globe,https://www.bostonglobe.com/news/nation/2017/06/30/court-fights-travel-ban-expected/4Y9txaY4b0OmOU595nMUOM/story.html,96
Trump fires acting attorney general after she defies travel ban - The ...,https://www.bostonglobe.com/news/nation/2017/01/30/acting-attorney-general-says-justice-department-will-not-defend-immigration-ban/hVhKksMfy66mNgc6fxeRRM/story.html,97
Trump's shameful ban on visas for Iraqis - The Boston Globe,https://www.bostonglobe.com/opinion/editorials/2017/01/28/trump-shameful-ban-visas-for-iraqis/mfHYezpP9mIbfghCZWfr6K/story.html,98
Hawaii AG in court to challenge travel ban - The Boston Globe,https://www.bostonglobe.com/news/nation/2017/03/15/hawaii-court-challenge-travel-ban/l4ahZ5cM414l2hLnhhLNUN/story.html,99
"US senators, including Warren, rail against Trump on Senate floor ...",https://www.bostonglobe.com/news/politics/2017/01/30/senators-including-warren-rail-against-trump-senate-floor/Rl33aLTBId9EZinnuzfe2N/story.html,100
Biotech execs slam Trump's 'misguided' immigration ban - Stat,https://www.bostonglobe.com/business/2017/02/07/leaders-biotech-companies-fire-off-letter-trump-opposing-travel-ban/xFTSPUIsXhYZZH43sClXSI/story.html,101
Live: Court hearing on travel ban - The Boston Globe,https://www.bostonglobe.com/news/politics/2017/02/07/watch-live-court-hearing-travel-ban/XKiprFHC4DUvHG61Ohga9N/story.html,102
GE chief says company will 'stand with' employees from banned ...,https://www.bostonglobe.com/business/2017/01/29/chief-says-company-will-stand-with-employees-from-banned-countries/5v00oFyvZZpGPd5CxPDjfN/story.html,103
AG Healey files brief supporting Hawaii travel ban injunction - The ...,https://www.bostonglobe.com/metro/2017/07/10/healey-files-brief-supporting-hawaii-travel-ban-injunction/Rv4QZnOriC4HBa9WChc4KK/story.html,104
"Syrian doctor caught in travel ban gives up, moves to Canada - The ...",https://www.bostonglobe.com/news/politics/2017/06/28/syrian-doctor-caught-travel-ban-gives-moves-canada/QqkVo4RNsnAdjyhQspNcpL/story.html,105
The travel ban: a cause without a reason - The Boston Globe,https://www.bostonglobe.com/opinion/letters/2017/07/01/the-travel-ban-cause-without-reason/k0IbQvjDrjZTvOFhdfFk8K/story.html,106
Donald Trump's immigration ban: Next steps - The Boston Globe,https://www.bostonglobe.com/news/nation/2017/02/04/trump-courts/Dyn8NqjfYasBKDMPrgJIZO/story.html,107
"In Massachusetts, concern over ban lingers - The Boston Globe",https://www.bostonglobe.com/metro/2017/06/26/massachusetts-concern-over-ban-lingers/k0UzplWtrIGzqYMZGKwoeL/story.html,108
White House spokesman says travel ban shouldn't be called 'ban ...,https://www.bostonglobe.com/news/politics/2017/01/31/white-house-spokesman-says-travel-ban-shouldn-called-ban/z6xXgbpz1HJg0zCiAZdPDI/story.html,109
Toronto's school district has canceled trips to the US because of Trump,https://www.bostonglobe.com/news/world/2017/03/24/worried-about-trump-travel-ban-canada-largest-school-district-calls-off-trips/MiLzxNsY9OOhxxcqB2cbfM/story.html,110
"Tens of thousands of visas were revoked, State Department says - The ...",https://www.bostonglobe.com/news/nation/2017/02/03/more-than-visas-were-revoked-due-trump-order/hza9v6UeJ5E1IZ9tJWg37J/story.html,111
"Fast Forward: Another travel ban hearing, fall TV, and your limericks ...",https://www.bostonglobe.com/metro/2017/05/15/fast-forward-another-travel-ban-hearing-fall-and-your-limericks/NtZSH0IDLdWl80PEAf2bAM/story.html,112
Partial US travel restrictions going into effect Thursday - The Boston ...,https://www.bostonglobe.com/news/politics/2017/06/29/partial-travel-restrictions-going-into-effect-thursday/OtAei2GvvQ5QTQb2nhZZqI/story.html,113
Cardinal O'Malley expresses support for immigrants in wake of Trump ...,https://www.bostonglobe.com/metro/2017/02/06/cardinal-malley-expresses-support-for-immigrants-wake-trump-ban/hHgShyYsCZCHlbYhR1JVuK/story.html,114
The 13 years of living patiently - The Boston Globe,https://www.bostonglobe.com/metro/2017/02/04/the-years-living-patiently/jaJzHeYcT4PmgnUt95LAUN/story.html,115
"L.L. Bean CEO concerned with Trump travel order, report says - The ...",https://www.bostonglobe.com/business/2017/02/06/bean-ceo-concerned-with-trump-travel-order-report-says/bOr1pmpkVD6sMfASo5TkdM/story.html,116
"Two very different travel bans, in style and substance - The Boston Globe",https://www.bostonglobe.com/metro/2017/03/06/two-very-different-travel-bans-style-and-substance/km0xDCNXCzie3grT2bMpDO/story.html,117
"Presidents of BU, Harvard, Williams & other schools urge Trump to ...",https://www.bostonglobe.com/metro/2017/02/02/presidents-harvard-williams-other-schools-urge-trump-rescind-travel-ban/5hxkhe6I7nSzU6exjMMBwM/story.html,118
Uber CEO challenged for Trump connection after immigrant ban - The ...,https://www.bostonglobe.com/business/2017/01/29/uber-ceo-challenged-for-trump-connection-after-immigrant-ban/XEVz2O7bGQ5sOs27ZDO4qI/story.html,119
Trump's executive order will make us less safe - The Boston Globe,https://www.bostonglobe.com/opinion/2017/01/30/trump-executive-order-will-make-less-safe/BPSK9KWyU3NwHtZg6l2jiK/story.html,120
"Attorney General Healey, immigration lawyers, advocates cheer ...",https://www.bostonglobe.com/metro/2017/02/09/attorney-general-healey-immigration-lawyers-advocates-cheer-appeals-court-ruling-immigration-ban/ZzQAozrwcyfLg4tbbybIdO/story.html,121
Boston area academics facing bans on entering US - The Boston Globe,https://www.bostonglobe.com/metro/2017/01/28/boston-area-academics-facing-bans-entering/StddgeCOncofRfEFVG7LTL/story.html,122
Trump bars refugees and citizens of 7 Muslim countries - The Boston ...,https://www.bostonglobe.com/news/politics/2017/01/27/trump-signs-order-limiting-some-refugees/GDBSjvtbcKidlFr69JLj8L/story.html,123
Document filed in Boston court reveals visas were revoked for people ...,https://www.bostonglobe.com/metro/2017/02/01/document-filed-boston-court-reveals-visas-were-revoked-for-people-from-banned-countries/D6NBbEBA1HrF4IUrJjuljI/story.html,124
Trump's low road on immigration will hurt Mass. higher ed - The ...,https://www.bostonglobe.com/business/2017/02/09/trump-low-road-immigration-will-hurt-mass-higher/NxInahXBbLyB3mRgXd7DyK/story.html,125
MIT engineering student from Iran barred entry into US - The Boston ...,https://www.bostonglobe.com/metro/2017/01/31/mit-engineering-student-from-iran-barred-entry-into/fQBJ7kLIhY7P79YNKVKtTN/story.html,126
How the challenge to Trump's immigration ban will play out in court ...,https://www.bostonglobe.com/metro/2017/01/29/how-challenge-trump-immigration-ban-will-play-out-court/lfjfhdYGw34XrbEAa76TXI/story.html,127
Judge who blocked Trump's traveler ban known as 'fearless' - The ...,https://www.bostonglobe.com/metro/2017/01/29/judge-who-blocked-trump-traveler-ban-known-fearless/9fXKgRKJmR7pozMvNqODxL/story.html,128
"After the stroke of Trump's pen, a dramatic 34 hours - The Boston Globe",https://www.bostonglobe.com/metro/2017/01/29/narrative/zU2X61MVP8J4IvGP8zu1hM/story.html,129
Elizabeth Warren: Trump's order should go 'in the dust bin of history ...,https://www.bostonglobe.com/news/politics/2017/01/29/elizabeth-warren-trump-order-should-dust-bin-history-where-belongs/13rREAbqRqVMvaZyCGUhAN/story.html,130
Trump tweets about 'death & destruction' from immigrants - The Boston ...,https://www.bostonglobe.com/news/politics/2017/02/04/trump-tweets-about-death-destruction-from-immigrants/9zNCRHTCRN5G1U2N733jZJ/story.html,131
"Trump's immigration order — Shame on you, Mr. President - The ...",https://www.bostonglobe.com/opinion/2017/01/29/trump-immigration-order-shame-you-president/3WuTOdNBAOutfbzC1wIxOL/story.html,132
"US quietly revokes visas, dashing Iranian scientist's hopes to reach ...",https://www.bostonglobe.com/news/science/2017/02/02/quietly-revokes-visas-dashing-iranian-scientist-hopes-reach-boston/JfW7IfuPZFhbbcqk6auqkK/story.html,133
"Iranian researcher, barred under Trump ban, finally arrives 8 months ...",https://www.bostonglobe.com/metro/2017/09/27/iranian-researcher-barred-under-trump-ban-finally-arrives-months-later/imJpAJrBxIvlQbQqecS2RN/story.html,134
"Travel ban lawsuits filed by legal center, Muslim advocates - The ...",https://www.bostonglobe.com/news/nation/2017/10/03/travel-ban-lawsuits-filed-legal-center-muslim-advocates/HudtnPWpUElHHekNTSI7YO/story.html,135
Trump's immigration order 'causing havoc' ahead of Match Day - Stat,https://www.bostonglobe.com/news/science/2017/02/02/statmatchday/J7oz3rNMvgl7HueeaYFXjI/story.html,136
